ID_Venta,Fecha,ID_Cliente,ID_Producto,Cantidad,Método_Pago,Estado,Nombre_producto,Categoría,Precio_Unitario,Importe_Ventas,Venta_Completa,Clientes,Full_Name,Registro
1001,15/4/2024,325,4,4,4,Completa,Queso rallado,Lácteos,"19,23","76,92","76,92",NEA,Rowland Riddington,16/6/2023
1286,15/4/2024,110,21,5,5,Pendiente,Zanahorias,Frutas y Verduras,"3,25","16,25",0,NEA,Joeann Muirden,14/6/2023
1498,15/4/2024,216,37,4,3,Completa,Garbanzos,Conservas,"3,65","14,6","14,6",Centro,Tandie Arrowsmith,11/11/2023
2949,15/4/2024,24,28,6,4,Completa,Jugos de frutas,Bebidas,"9,45","56,7","56,7",Cuyo,Juan Borrowman,23/7/2023
399,16/4/2024,115,38,4,4,Completa,Atún enlatado,Conservas,"6,21","24,84","24,84",Cuyo,Reyna Pontefract,14/11/2023
807,16/4/2024,181,1,5,3,Completa,Leche,Lácteos,"12,24","61,2","61,2",Patagonia,Isaak Seyers,16/8/2023
976,16/4/2024,110,31,2,4,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","10,48","10,48",NEA,Joeann Muirden,14/6/2023
1258,16/4/2024,48,28,4,1,Completa,Jugos de frutas,Bebidas,"9,45","37,8","37,8",Patagonia,Corbie Von Der Empten,18/10/2023
1307,16/4/2024,46,1,3,5,Completa,Leche,Lácteos,"12,24","36,72","36,72",Centro,Slade Stockle,10/8/2023
1319,16/4/2024,28,3,1,4,Completa,Queso cremoso,Lácteos,"17,23","17,23","17,23",NEA,Theodoric Bunny,25/11/2023
1717,16/4/2024,171,33,5,5,Completa,Papas chips,Galletitas y Snacks,"8,54","42,7","42,7",Cuyo,Vladimir Orrill,3/4/2023
2162,16/4/2024,304,28,4,4,Pendiente,Jugos de frutas,Bebidas,"9,45","37,8",0,Cuyo,Arch Jurasz,30/4/2023
2407,16/4/2024,209,34,5,3,Completa,Maníes,Galletitas y Snacks,"5,45","27,25","27,25",Buenos Aires,Burr Jiricka,25/10/2023
547,17/4/2024,69,22,2,4,Pendiente,Cebolla,Frutas y Verduras,"4,21","8,42",0,Cuyo,Ham Rapley,19/5/2023
1177,17/4/2024,192,22,1,4,Completa,Cebolla,Frutas y Verduras,"4,21","4,21","4,21",Cuyo,Dyan Marquis,21/3/2023
2368,17/4/2024,245,33,1,4,Completa,Papas chips,Galletitas y Snacks,"8,54","8,54","8,54",NEA,Ortensia Ruppeli,4/7/2023
2962,17/4/2024,314,2,6,3,Pendiente,Yogur,Lácteos,"5,21","31,26",0,Patagonia,Abelard Bassett,10/4/2023
421,18/4/2024,86,28,3,4,Pendiente,Jugos de frutas,Bebidas,"9,45","28,35",0,Patagonia,Anjela Villaron,4/4/2023
1107,18/4/2024,223,18,4,4,Pendiente,Bananas,Frutas y Verduras,"7,25",29,0,Buenos Aires,Lenette Muldoon,10/8/2023
1282,18/4/2024,280,31,1,2,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","5,24","5,24",Centro,Keriann Doore,11/12/2023
1325,18/4/2024,89,24,6,1,Completa,Empanadas,Congelados,"13,54","81,24","81,24",Patagonia,Tawsha Olle,3/4/2023
1379,18/4/2024,301,18,1,3,Completa,Bananas,Frutas y Verduras,"7,25","7,25","7,25",Cuyo,Nannie Toseland,31/10/2023
1951,18/4/2024,212,8,6,1,Completa,Milanesa,Carnicería,"16,21","97,26","97,26",Buenos Aires,Justin Featherstonehaugh,13/10/2023
2632,18/4/2024,53,31,6,3,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","31,44","31,44",Centro,Fitz Fuge,3/8/2023
2661,18/4/2024,121,29,3,2,Completa,Cerveza,Bebidas,"11,54","34,62","34,62",Cuyo,Mead Brandin,18/9/2023
2777,18/4/2024,24,28,6,4,Completa,Jugos de frutas,Bebidas,"9,45","56,7","56,7",Cuyo,Juan Borrowman,23/7/2023
1320,19/4/2024,324,22,2,4,Pendiente,Cebolla,Frutas y Verduras,"4,21","8,42",0,NEA,Nalani Steggals,1/9/2023
2081,19/4/2024,206,3,1,1,Completa,Queso cremoso,Lácteos,"17,23","17,23","17,23",NEA,Madeleine Toretta,10/5/2023
2087,19/4/2024,103,27,6,3,Completa,Agua mineral,Bebidas,"6,21","37,26","37,26",Patagonia,Adina Cleugh,16/9/2023
2149,19/4/2024,82,3,4,4,Completa,Queso cremoso,Lácteos,"17,23","68,92","68,92",Buenos Aires,Adham Leebeter,6/11/2023
2666,19/4/2024,12,36,3,3,Completa,Lentejas,Conservas,"3,25","9,75","9,75",Patagonia,Daisy Vennart,21/8/2023
724,20/4/2024,298,4,2,2,Completa,Queso rallado,Lácteos,"19,23","38,46","38,46",Buenos Aires,Osborne Bruton,24/7/2023
800,20/4/2024,56,29,3,3,Completa,Cerveza,Bebidas,"11,54","34,62","34,62",Centro,Vevay Wellum,27/6/2023
1575,20/4/2024,66,4,3,4,Completa,Queso rallado,Lácteos,"19,23","57,69","57,69",Buenos Aires,Regan Crocetti,24/3/2023
1605,20/4/2024,180,20,6,2,Pendiente,Lechugas,Frutas y Verduras,"4,25","25,5",0,Buenos Aires,Audra Bleakley,3/5/2023
1707,20/4/2024,223,30,2,5,Completa,Vino tinto,Bebidas,"13,54","27,08","27,08",Buenos Aires,Lenette Muldoon,10/8/2023
2092,20/4/2024,272,23,1,3,Completa,Papas fritas,Congelados,"8,23","8,23","8,23",Buenos Aires,Nikki Phillipson,10/11/2023
2205,20/4/2024,233,4,2,4,Completa,Queso rallado,Lácteos,"19,23","38,46","38,46",Centro,Stefania Jephson,18/11/2023
2434,20/4/2024,211,28,5,3,Pendiente,Jugos de frutas,Bebidas,"9,45","47,25",0,Centro,Lilli Hayers,8/9/2023
2596,20/4/2024,287,12,5,1,Completa,Pan francés,Panadería,"8,12","40,6","40,6",NEA,Son Klesse,13/11/2023
2635,20/4/2024,263,34,5,1,Completa,Maníes,Galletitas y Snacks,"5,45","27,25","27,25",Buenos Aires,Onfre Burdekin,29/3/2023
135,21/4/2024,254,38,2,5,Completa,Atún enlatado,Conservas,"6,21","12,42","12,42",Patagonia,Dunc Battersby,10/11/2023
259,21/4/2024,288,32,3,2,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25","18,75","18,75",Buenos Aires,Leoline Hessel,26/10/2023
598,21/4/2024,186,4,1,1,Completa,Queso rallado,Lácteos,"19,23","19,23","19,23",Patagonia,Gabie Pawel,5/12/2023
1026,21/4/2024,131,17,2,4,Pendiente,Manzanas,Frutas y Verduras,"6,54","13,08",0,Buenos Aires,Corby Lothlorien,8/7/2023
1194,21/4/2024,237,17,6,4,Completa,Manzanas,Frutas y Verduras,"6,54","39,24","39,24",Buenos Aires,Nikki Dalgetty,10/5/2023
1456,21/4/2024,271,18,4,1,Completa,Bananas,Frutas y Verduras,"7,25",29,29,Patagonia,Lotta Matteacci,17/10/2023
1638,21/4/2024,151,18,1,4,Completa,Bananas,Frutas y Verduras,"7,25","7,25","7,25",Buenos Aires,Lance Dungey,25/8/2023
1714,21/4/2024,242,32,4,5,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25",25,25,NEA,Eben Hellens,12/9/2023
1894,21/4/2024,1,37,4,4,Completa,Garbanzos,Conservas,"3,65","14,6","14,6",Patagonia,Karisa Cromett,19/11/2023
2055,21/4/2024,186,5,3,5,Completa,Manteca,Lácteos,"5,65","16,95","16,95",Patagonia,Gabie Pawel,5/12/2023
2066,21/4/2024,288,11,1,4,Completa,Salchicha,Carnicería,"11,23","11,23","11,23",Buenos Aires,Leoline Hessel,26/10/2023
2356,21/4/2024,139,19,1,4,Completa,Tomates,Frutas y Verduras,"6,54","6,54","6,54",Buenos Aires,Pamella Asker,9/5/2023
2426,21/4/2024,75,30,2,4,Completa,Vino tinto,Bebidas,"13,54","27,08","27,08",NEA,Roma Battill,26/12/2023
2499,21/4/2024,310,24,1,3,Pendiente,Empanadas,Congelados,"13,54","13,54",0,Patagonia,Kenyon Grain,9/11/2023
2827,21/4/2024,305,23,2,5,Completa,Papas fritas,Congelados,"8,23","16,46","16,46",Patagonia,Karyn Foucard,4/5/2023
523,22/4/2024,107,12,2,1,Completa,Pan francés,Panadería,"8,12","16,24","16,24",Patagonia,Gretna Kirwin,11/7/2023
806,22/4/2024,225,32,6,2,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25","37,5","37,5",Buenos Aires,Charlton Amphlett,13/11/2023
1074,22/4/2024,320,38,6,3,Completa,Atún enlatado,Conservas,"6,21","37,26","37,26",Centro,Aubert Caddie,8/11/2023
1406,22/4/2024,100,23,1,3,Completa,Papas fritas,Congelados,"8,23","8,23","8,23",NEA,Orv Hun,24/7/2023
1806,22/4/2024,233,35,4,2,Completa,Arroz,Conservas,"4,25",17,17,Centro,Stefania Jephson,18/11/2023
1853,22/4/2024,273,5,5,4,Completa,Manteca,Lácteos,"5,65","28,25","28,25",Cuyo,Miller Cazereau,16/7/2023
2925,22/4/2024,209,18,3,2,Completa,Bananas,Frutas y Verduras,"7,25","21,75","21,75",Buenos Aires,Burr Jiricka,25/10/2023
61,23/4/2024,319,6,2,1,Completa,Asado,Carnicería,"28,56","57,12","57,12",Patagonia,Byrle Crinidge,10/5/2023
849,23/4/2024,177,31,2,5,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","10,48","10,48",NEA,Irvin Normanville,25/8/2023
1254,23/4/2024,294,4,2,4,Completa,Queso rallado,Lácteos,"19,23","38,46","38,46",Centro,Alon Gorch,27/12/2023
1677,23/4/2024,122,5,1,2,Pendiente,Manteca,Lácteos,"5,65","5,65",0,Centro,Kerr Whitesel,28/5/2023
1686,23/4/2024,73,37,1,4,Completa,Garbanzos,Conservas,"3,65","3,65","3,65",Centro,Akim Cruz,20/3/2023
1732,23/4/2024,215,38,5,4,Completa,Atún enlatado,Conservas,"6,21","31,05","31,05",NEA,Addison Trask,10/8/2023
1800,23/4/2024,313,37,4,5,Pendiente,Garbanzos,Conservas,"3,65","14,6",0,Cuyo,Jeralee Mccaull,14/7/2023
119,24/4/2024,55,21,4,5,Completa,Zanahorias,Frutas y Verduras,"3,25",13,13,Patagonia,Amory Highnam,6/5/2023
909,24/4/2024,287,31,1,1,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","5,24","5,24",NEA,Son Klesse,13/11/2023
1460,24/4/2024,40,17,4,3,Completa,Manzanas,Frutas y Verduras,"6,54","26,16","26,16",Cuyo,Holli Cousans,13/4/2023
1783,24/4/2024,301,11,2,4,Completa,Salchicha,Carnicería,"11,23","22,46","22,46",Cuyo,Nannie Toseland,31/10/2023
1996,24/4/2024,117,23,2,3,Completa,Papas fritas,Congelados,"8,23","16,46","16,46",NOA,Ginnie Saben,23/10/2023
2145,24/4/2024,38,12,4,2,Completa,Pan francés,Panadería,"8,12","32,48","32,48",Patagonia,Genevra Perree,19/12/2023
2584,24/4/2024,141,5,4,4,Completa,Manteca,Lácteos,"5,65","22,6","22,6",NEA,Adena Skirvane,22/3/2023
2645,24/4/2024,182,32,6,5,Completa,Galletitas de chocolate,Galletitas y Snacks,"6,25","37,5","37,5",Centro,Bel Geeritz,1/9/2023
87,25/4/2024,152,26,6,5,Completa,Hamburgesas congeladas,Congelados,"9,54","57,24","57,24",NOA,Lora Mantione,27/8/2023
251,25/4/2024,158,4,1,4,Completa,Queso rallado,Lácteos,"19,23","19,23","19,23",Buenos Aires,Art Van Der Velde,2/5/2023
751,25/4/2024,259,23,2,1,Pendiente,Papas fritas,Congelados,"8,23","16,46",0,Cuyo,Nobe Van Hault,15/10/2023
792,25/4/2024,130,1,1,1,Completa,Leche,Lácteos,"12,24","12,24","12,24",Buenos Aires,Lori Oram,8/9/2023
952,25/4/2024,207,7,3,3,Completa,Chorizo,Carnicería,"11,25","33,75","33,75",Buenos Aires,Gussi Paslow,17/6/2023
1060,25/4/2024,56,29,5,3,Completa,Cerveza,Bebidas,"11,54","57,7","57,7",Centro,Vevay Wellum,27/6/2023
1088,25/4/2024,274,30,2,2,Completa,Vino tinto,Bebidas,"13,54","27,08","27,08",Buenos Aires,Darby Gerasch,8/7/2023
1657,25/4/2024,298,12,5,1,Completa,Pan francés,Panadería,"8,12","40,6","40,6",Buenos Aires,Osborne Bruton,24/7/2023
1900,25/4/2024,222,24,2,3,Completa,Empanadas,Congelados,"13,54","27,08","27,08",Centro,Connor Simoneton,9/9/2023
2184,25/4/2024,68,9,6,5,Completa,Pollo,Carnicería,"18,56","111,36","111,36",Patagonia,Miriam Domerque,20/7/2023
2269,25/4/2024,13,24,6,1,Completa,Empanadas,Congelados,"13,54","81,24","81,24",Centro,Kameko Moland,23/10/2023
2615,25/4/2024,277,16,4,5,Completa,Tortas,Panadería,"15,23","60,92","60,92",Patagonia,Pippy Hearne,18/7/2023
2974,25/4/2024,315,17,4,3,Completa,Manzanas,Frutas y Verduras,"6,54","26,16","26,16",Buenos Aires,Anastasia Craighill,18/6/2023
617,26/4/2024,313,8,6,1,Completa,Milanesa,Carnicería,"16,21","97,26","97,26",Cuyo,Jeralee Mccaull,14/7/2023
763,26/4/2024,254,27,2,3,Completa,Agua mineral,Bebidas,"6,21","12,42","12,42",Patagonia,Dunc Battersby,10/11/2023
826,26/4/2024,137,26,5,4,Completa,Hamburgesas congeladas,Congelados,"9,54","47,7","47,7",Patagonia,Danica Mckerron,1/10/2023
1616,26/4/2024,144,34,1,1,Completa,Maníes,Galletitas y Snacks,"5,45","5,45","5,45",NEA,Maribeth Hearon,16/6/2023
1621,26/4/2024,193,2,2,1,Completa,Yogur,Lácteos,"5,21","10,42","10,42",Buenos Aires,Harlan Andrzej,16/11/2023
1733,26/4/2024,185,10,5,5,Completa,Costilla de cerdo,Carnicería,"14,25","71,25","71,25",Centro,Jody Ianelli,1/8/2023
2117,26/4/2024,82,12,2,5,Completa,Pan francés,Panadería,"8,12","16,24","16,24",Buenos Aires,Adham Leebeter,6/11/2023
2554,26/4/2024,306,36,1,4,Completa,Lentejas,Conservas,"3,25","3,25","3,25",Cuyo,Donna Zamora,11/6/2023
2741,26/4/2024,48,25,5,5,Completa,Pizza congelada,Congelados,"15,45","77,25","77,25",Patagonia,Corbie Von Der Empten,18/10/2023
842,27/4/2024,307,14,4,4,Completa,Facturas,Panadería,"12,36","49,44","49,44",Cuyo,Shelba Elcombe,1/4/2023
889,27/4/2024,51,17,2,5,Completa,Manzanas,Frutas y Verduras,"6,54","13,08","13,08",Cuyo,Maire Rumble,30/10/2023
1128,27/4/2024,59,20,3,5,Completa,Lechugas,Frutas y Verduras,"4,25","12,75","12,75",Centro,Morse Peters,24/4/2023
1266,27/4/2024,70,21,6,4,Completa,Zanahorias,Frutas y Verduras,"3,25","19,5","19,5",Centro,Drugi Hancill,19/7/2023
1505,27/4/2024,13,8,5,4,Completa,Milanesa,Carnicería,"16,21","81,05","81,05",Centro,Kameko Moland,23/10/2023
1572,27/4/2024,314,24,1,4,Completa,Empanadas,Congelados,"13,54","13,54","13,54",Patagonia,Abelard Bassett,10/4/2023
2169,27/4/2024,284,38,6,4,Completa,Atún enlatado,Conservas,"6,21","37,26","37,26",NOA,Vanna Milliken,15/7/2023
2245,27/4/2024,167,22,4,3,Completa,Cebolla,Frutas y Verduras,"4,21","16,84","16,84",Buenos Aires,Audi Kretchmer,25/10/2023
2281,27/4/2024,283,10,5,4,Pendiente,Costilla de cerdo,Carnicería,"14,25","71,25",0,Buenos Aires,Lincoln Kennermann,3/5/2023
592,28/4/2024,102,5,6,5,Pendiente,Manteca,Lácteos,"5,65","33,9",0,Patagonia,Seana Radbone,14/5/2023
858,28/4/2024,67,1,4,3,Pendiente,Leche,Lácteos,"12,24","48,96",0,NEA,Avigdor Gorey,19/12/2023
1689,28/4/2024,28,33,4,1,Completa,Papas chips,Galletitas y Snacks,"8,54","34,16","34,16",NEA,Theodoric Bunny,25/11/2023
1988,28/4/2024,114,21,2,5,Completa,Zanahorias,Frutas y Verduras,"3,25","6,5","6,5",Centro,Fabien Roskam,11/4/2023
2128,28/4/2024,314,35,1,1,Pendiente,Arroz,Conservas,"4,25","4,25",0,Patagonia,Abelard Bassett,10/4/2023
2539,28/4/2024,135,37,4,3,Completa,Garbanzos,Conservas,"3,65","14,6","14,6",Cuyo,Burgess Hawken,15/11/2023
2799,28/4/2024,217,2,1,5,Pendiente,Yogur,Lácteos,"5,21","5,21",0,Centro,Derrick Giraldo,8/9/2023
2851,28/4/2024,316,33,4,1,Completa,Papas chips,Galletitas y Snacks,"8,54","34,16","34,16",Centro,Glyn Hourston,13/10/2023
2957,28/4/2024,249,4,6,1,Completa,Queso rallado,Lácteos,"19,23","115,38","115,38",Buenos Aires,Dilly Gaveltone,2/8/2023
217,29/4/2024,100,17,4,5,Completa,Manzanas,Frutas y Verduras,"6,54","26,16","26,16",NEA,Orv Hun,24/7/2023
1114,29/4/2024,47,38,6,4,Completa,Atún enlatado,Conservas,"6,21","37,26","37,26",Buenos Aires,Betteanne Pratley,28/9/2023
1115,29/4/2024,159,1,6,2,Completa,Leche,Lácteos,"12,24","73,44","73,44",NEA,Cyril Pischel,11/4/2023
1207,29/4/2024,159,11,4,4,Completa,Salchicha,Carnicería,"11,23","44,92","44,92",NEA,Cyril Pischel,11/4/2023
1211,29/4/2024,104,4,5,5,Completa,Queso rallado,Lácteos,"19,23","96,15","96,15",Buenos Aires,Serena Wison,10/5/2023
1552,29/4/2024,21,6,6,1,Completa,Asado,Carnicería,"28,56","171,36","171,36",Buenos Aires,Kleon Mitrovic,25/5/2023
1889,29/4/2024,237,1,4,1,Completa,Leche,Lácteos,"12,24","48,96","48,96",Buenos Aires,Nikki Dalgetty,10/5/2023
1952,29/4/2024,190,19,4,5,Pendiente,Tomates,Frutas y Verduras,"6,54","26,16",0,NEA,Derwin Fuzzard,21/3/2023
2105,29/4/2024,85,12,1,3,Pendiente,Pan francés,Panadería,"8,12","8,12",0,Cuyo,Curran Macari,2/4/2023
2786,29/4/2024,106,7,6,1,Completa,Chorizo,Carnicería,"11,25","67,5","67,5",NEA,Benedikta Condon,23/6/2023
2999,29/4/2024,320,11,3,4,Completa,Salchicha,Carnicería,"11,23","33,69","33,69",Centro,Aubert Caddie,8/11/2023
353,30/4/2024,181,10,4,5,Completa,Costilla de cerdo,Carnicería,"14,25",57,57,Patagonia,Isaak Seyers,16/8/2023
625,30/4/2024,11,18,1,2,Completa,Bananas,Frutas y Verduras,"7,25","7,25","7,25",Buenos Aires,Hilario Hubble,12/10/2023
898,30/4/2024,179,9,6,4,Completa,Pollo,Carnicería,"18,56","111,36","111,36",Buenos Aires,Constantina Grimm,25/7/2023
1127,30/4/2024,136,6,2,4,Completa,Asado,Carnicería,"28,56","57,12","57,12",Patagonia,Silvana Jellard,31/3/2023
1238,30/4/2024,254,6,2,1,Pendiente,Asado,Carnicería,"28,56","57,12",0,Patagonia,Dunc Battersby,10/11/2023
1652,30/4/2024,106,19,4,3,Completa,Tomates,Frutas y Verduras,"6,54","26,16","26,16",NEA,Benedikta Condon,23/6/2023
2222,30/4/2024,163,21,1,3,Completa,Zanahorias,Frutas y Verduras,"3,25","3,25","3,25",Buenos Aires,Bryanty Smurfitt,1/7/2023
2402,30/4/2024,90,16,6,2,Completa,Tortas,Panadería,"15,23","91,38","91,38",Buenos Aires,Pinchas Stollsteiner,9/8/2023
2495,30/4/2024,299,7,4,4,Completa,Chorizo,Carnicería,"11,25",45,45,Cuyo,Simone Tonkes,31/10/2023
419,1/5/2024,149,2,2,3,Completa,Yogur,Lácteos,"5,21","10,42","10,42",Cuyo,Joell Abbey,16/11/2023
659,1/5/2024,213,1,2,3,Completa,Leche,Lácteos,"12,24","24,48","24,48",Centro,Cornelia Alberti,28/11/2023
1237,1/5/2024,247,37,6,4,Completa,Garbanzos,Conservas,"3,65","21,9","21,9",Buenos Aires,Silvio Butterfield,19/7/2023
1247,1/5/2024,87,25,6,1,Completa,Pizza congelada,Congelados,"15,45","92,7","92,7",Patagonia,Aeriel Garahan,22/8/2023
1472,1/5/2024,1,12,2,3,Completa,Pan francés,Panadería,"8,12","16,24","16,24",Patagonia,Karisa Cromett,19/11/2023
1961,1/5/2024,177,35,3,5,Completa,Arroz,Conservas,"4,25","12,75","12,75",NEA,Irvin Normanville,25/8/2023
1986,1/5/2024,278,17,6,5,Completa,Manzanas,Frutas y Verduras,"6,54","39,24","39,24",Centro,Rouvin Ohrt,21/8/2023
2659,1/5/2024,274,13,5,4,Completa,Pan integral,Panadería,"12,56","62,8","62,8",Buenos Aires,Darby Gerasch,8/7/2023
2890,1/5/2024,156,8,5,4,Completa,Milanesa,Carnicería,"16,21","81,05","81,05",Patagonia,Giulia Rudinger,26/10/2023
169,2/5/2024,279,24,4,2,Completa,Empanadas,Congelados,"13,54","54,16","54,16",Centro,Benito Weall,29/11/2023
287,2/5/2024,70,23,6,2,Completa,Papas fritas,Congelados,"8,23","49,38","49,38",Centro,Drugi Hancill,19/7/2023
692,2/5/2024,303,3,5,5,Completa,Queso cremoso,Lácteos,"17,23","86,15","86,15",Centro,Sorcha Leaver,8/5/2023
1609,2/5/2024,286,15,3,2,Completa,Medialunas,Panadería,"3,51","10,53","10,53",Centro,Mikael Freckingham,7/10/2023
1926,2/5/2024,55,33,1,4,Completa,Papas chips,Galletitas y Snacks,"8,54","8,54","8,54",Patagonia,Amory Highnam,6/5/2023
2810,2/5/2024,314,12,2,1,Pendiente,Pan francés,Panadería,"8,12","16,24",0,Patagonia,Abelard Bassett,10/4/2023
2826,2/5/2024,323,34,1,5,Completa,Maníes,Galletitas y Snacks,"5,45","5,45","5,45",Centro,Issiah Schoales,21/11/2023
2883,2/5/2024,251,5,1,5,Completa,Manteca,Lácteos,"5,65","5,65","5,65",Centro,Cristian Micka,28/4/2023
2938,2/5/2024,12,31,5,4,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","26,2","26,2",Patagonia,Daisy Vennart,21/8/2023
60,3/5/2024,53,20,5,3,Completa,Lechugas,Frutas y Verduras,"4,25","21,25","21,25",Centro,Fitz Fuge,3/8/2023
270,3/5/2024,326,8,6,5,Pendiente,Milanesa,Carnicería,"16,21","97,26",0,Cuyo,Friedrick Paulucci,21/6/2023
472,3/5/2024,123,33,4,3,Completa,Papas chips,Galletitas y Snacks,"8,54","34,16","34,16",Patagonia,Reggie Thorwarth,24/10/2023
1274,3/5/2024,187,17,4,1,Completa,Manzanas,Frutas y Verduras,"6,54","26,16","26,16",Buenos Aires,Gay Elvin,27/11/2023
1655,3/5/2024,293,27,5,4,Completa,Agua mineral,Bebidas,"6,21","31,05","31,05",Patagonia,Sebastian Portman,9/7/2023
1774,3/5/2024,232,8,3,4,Completa,Milanesa,Carnicería,"16,21","48,63","48,63",Buenos Aires,Truda Staddon,20/6/2023
2109,3/5/2024,284,1,2,1,Completa,Leche,Lácteos,"12,24","24,48","24,48",NOA,Vanna Milliken,15/7/2023
2388,3/5/2024,128,37,2,5,Completa,Garbanzos,Conservas,"3,65","7,3","7,3",Buenos Aires,Becka Grinval,2/12/2023
2898,3/5/2024,188,1,5,4,Completa,Leche,Lácteos,"12,24","61,2","61,2",Cuyo,Libbey Carefull,9/4/2023
2943,3/5/2024,181,17,3,1,Completa,Manzanas,Frutas y Verduras,"6,54","19,62","19,62",Patagonia,Isaak Seyers,16/8/2023
103,4/5/2024,98,17,3,5,Completa,Manzanas,Frutas y Verduras,"6,54","19,62","19,62",Centro,Lin Godard,20/11/2023
238,4/5/2024,25,2,2,3,Completa,Yogur,Lácteos,"5,21","10,42","10,42",Patagonia,Queenie Moyer,18/6/2023
727,4/5/2024,241,4,6,3,Completa,Queso rallado,Lácteos,"19,23","115,38","115,38",Buenos Aires,Jeremiah Cosgrave,11/6/2023
766,4/5/2024,166,8,6,3,Pendiente,Milanesa,Carnicería,"16,21","97,26",0,NEA,Minta Sickling,27/8/2023
1613,4/5/2024,12,3,5,1,Completa,Queso cremoso,Lácteos,"17,23","86,15","86,15",Patagonia,Daisy Vennart,21/8/2023
1743,4/5/2024,9,1,4,4,Completa,Leche,Lácteos,"12,24","48,96","48,96",Centro,Ephraim Blackstone,2/4/2023
2146,4/5/2024,278,15,2,4,Completa,Medialunas,Panadería,"3,51","7,02","7,02",Centro,Rouvin Ohrt,21/8/2023
2605,4/5/2024,210,24,6,5,Completa,Empanadas,Congelados,"13,54","81,24","81,24",Centro,Hendrika Smylie,16/12/2023
174,5/5/2024,264,2,1,3,Completa,Yogur,Lácteos,"5,21","5,21","5,21",Buenos Aires,Vivien Demeza,19/4/2023
1738,5/5/2024,198,10,4,4,Completa,Costilla de cerdo,Carnicería,"14,25",57,57,NOA,Raviv Winson,7/9/2023
2313,5/5/2024,122,33,2,3,Completa,Papas chips,Galletitas y Snacks,"8,54","17,08","17,08",Centro,Kerr Whitesel,28/5/2023
2473,5/5/2024,181,37,5,4,Completa,Garbanzos,Conservas,"3,65","18,25","18,25",Patagonia,Isaak Seyers,16/8/2023
2544,5/5/2024,34,30,1,1,Completa,Vino tinto,Bebidas,"13,54","13,54","13,54",Cuyo,Karolina Husselbee,5/12/2023
2840,5/5/2024,289,35,3,4,Completa,Arroz,Conservas,"4,25","12,75","12,75",Cuyo,Fran Mccullen,28/11/2023
2924,5/5/2024,158,2,6,1,Completa,Yogur,Lácteos,"5,21","31,26","31,26",Buenos Aires,Art Van Der Velde,2/5/2023
2997,5/5/2024,178,25,2,5,Completa,Pizza congelada,Congelados,"15,45","30,9","30,9",Patagonia,Val Damarell,17/9/2023
455,6/5/2024,4,27,4,3,Completa,Agua mineral,Bebidas,"6,21","24,84","24,84",Buenos Aires,Dan Parkin,26/10/2023
614,6/5/2024,245,34,3,5,Completa,Maníes,Galletitas y Snacks,"5,45","16,35","16,35",NEA,Ortensia Ruppeli,4/7/2023
815,6/5/2024,186,5,2,4,Completa,Manteca,Lácteos,"5,65","11,3","11,3",Patagonia,Gabie Pawel,5/12/2023
1424,6/5/2024,174,35,1,5,Completa,Arroz,Conservas,"4,25","4,25","4,25",Patagonia,Darda Tarr,31/8/2023
1433,6/5/2024,222,16,1,1,Pendiente,Tortas,Panadería,"15,23","15,23",0,Centro,Connor Simoneton,9/9/2023
1517,6/5/2024,106,31,5,5,Completa,Galletitas de agua,Galletitas y Snacks,"5,24","26,2","26,2",NEA,Benedikta Condon,23/6/2023
2379,6/5/2024,321,13,5,1,Completa,Pan integral,Panadería,"12,56","62,8","62,8",Cuyo,Bent Auld,27/10/2023
2602,6/5/2024,157,37,1,5,Completa,Garbanzos,Conservas,"3,65","3,65","3,65",Patagonia,Lammond Mccaskill,22/5/2023
2950,6/5/2024,307,26,4,1,Completa,Hamburgesas congeladas,Congelados,"9,54","38,16","38,16",Cuyo,Shelba Elcombe,1/4/2023
140,7/5/2024,220,29,3,5,Completa,Cerveza,Bebidas,"11,54","34,62","34,62",Centro,Ilyssa Camus,29/5/2023
686,7/5/2024,171,16,1,3,Completa,Tortas,Panadería,"15,23","15,23","15,23",Cuyo,Vladimir Orrill,3/4/2023
1250,7/5/2024,234,8,1,2,Completa,Milanesa,Carnicería,"16,21","16,21","16,21",Buenos Aires,Christopher Bootland,30/9/2023
1734,7/5/2024,311,8,3,5,Completa,Milanesa,Carnicería,"16,21","48,63","48,63",Buenos Aires,Sebastien Tunesi,26/12/2023
1739,7/5/2024,222,2,4,4,Completa,Yogur,Lácteos,"5,21","20,84","20,84",Centro,Connor Simoneton,9/9/2023
1802,7/5/2024,81,30,6,2,Completa,Vino tinto,Bebidas,"13,54","81,24","81,24",Buenos Aires,Cthrine Waltho,8/5/2023
2110,7/5/2024,27,29,5,2,Pendiente,Cerveza,Bebidas,"11,54","57,7",0,Buenos Aires,Bealle Andreuzzi,29/11/2023
